No Limit	/wiki/No_Limit_(1935_film)	1935	Monty Banks	George Formby, Florence Desmond	Comedy	NULL	UK
No Monkey Business	/wiki/No_Monkey_Business	1935	Marcel Varnel	Gene Gerrard, June Clyde	Comedy	NULL	UK
Off the Dole	/wiki/Off_the_Dole	1935	Arthur Mertz	George Formby, Beryl Ingham	Comedy	NULL	UK
Oh, Daddy!	/wiki/Oh,_Daddy!	1935	Graham Cutts Austin Melford	Leslie Henson, Robertson Hare	Comedy	NULL	UK
Old Faithful	/wiki/Old_Faithful_(film)	1935	Maclean Rogers	Horace Hodges, Glennis Lorimer	Drama	NULL	UK
Old Roses	/wiki/Old_Roses	1935	Bernard Mainwaring	Horace Hodges, Nancy Burne	Crime	NULL	UK
The Passing of the Third Floor Back	/wiki/The_Passing_of_the_Third_Floor_Back	1935	Berthold Viertel	Conrad Veidt, Anna Lee, René Ray	Drama	NULL	UK
Peg of Old Drury	/wiki/Peg_of_Old_Drury	1935	Herbert Wilcox	Anna Neagle, Cedric Hardwicke	Biopic	NULL	UK
The Phantom Light	/wiki/The_Phantom_Light	1935	Michael Powell	Binnie Hale, Gordon Harker	Thriller	NULL	UK
Play Up the Band	/wiki/Play_Up_the_Band	1935	Harry Hughes	Stanley Holloway, Betty Ann Davies	Comedy	NULL	UK
The Private Secretary	/wiki/The_Private_Secretary_(film)	1935	Henry Edwards	Edward Everett Horton, Judy Gunn	Comedy	NULL	UK
Radio Pirates	/wiki/Radio_Pirates	1935	Ivar Campbell	Leslie French, Mary Lawson	Musical	NULL	UK
The Riverside Murder	/wiki/The_Riverside_Murder	1935	Albert Parker	Basil Sydney, Judy Gunn	Crime	NULL	UK
The Rocks of Valpre	/wiki/The_Rocks_of_Valpre_(1935_film)	1935	Henry Edwards	John Garrick, Winifred Shotter	Crime	NULL	UK
Royal Cavalcade	/wiki/Royal_Cavalcade	1935	Multiple directors	Marie Lohr, Owen Nares	Portmentau Drama	NULL	UK
Sanders of the River	/wiki/Sanders_of_the_River	1935	Zoltan Korda	Leslie Banks, Paul Robeson	Adventure	NULL	UK
Scrooge	/wiki/Scrooge_(1935_film)	1935	Henry Edwards	Seymour Hicks, Donald Calthrop	Drama	NULL	UK
She Shall Have Music	/wiki/She_Shall_Have_Music	1935	Leslie S. Hiscott	Jack Hylton, June Clyde	Musical	NULL	UK
The Silent Passenger	/wiki/The_Silent_Passenger	1935	Reginald Denham	Peter Haddon, John Loder	Crime	NULL	UK
Someday	/wiki/Someday_(1935_film)	1935	Michael Powell	Esmond Knight, Margaret Lockwood	Romance	NULL	UK
So You Won't Talk	/wiki/So_You_Won%27t_Talk_(1935_film)	1935	William Beaudine	Monty Banks, Vera Pearce	Comedy	NULL	UK
Squibs	/wiki/Squibs_(1935_film)	1935	Henry Edwards	Betty Balfour	Musical	NULL	UK
The Stoker	/wiki/The_Stoker_(1935_film)	1935	Leslie Pearce	Leslie Fuller, Georgie Harris	Comedy	NULL	UK
Stormy Weather	/wiki/Stormy_Weather_(1935_film)	1935	Tom Walls	Tom Walls, Ralph Lynn	Comedy	NULL	UK
Ten Minute Alibi	/wiki/Ten_Minute_Alibi	1935	Bernard Vorhaus	Phillips Holmes, Aileen Marson	Crime	NULL	UK
Things Are Looking Up	/wiki/Things_Are_Looking_Up_(film)	1935	Albert de Courville	Cicely Courtneidge, Max Miller	Comedy	NULL	UK
The Tunnel	/wiki/The_Tunnel_(1935_film)	1935	Maurice Elvey	Richard Dix, Leslie Banks	Science fiction	NULL	UK
Turn of the Tide	/wiki/Turn_of_the_Tide	1935	Norman Walker	John Garrick, Geraldine Fitzgerald, Wilfrid Lawson	Drama	NULL	UK
Two Hearts in Harmony	/wiki/Two_Hearts_in_Harmony	1935	William Beaudine	Bernice Claire, George Curzon	Comedy/Drama	NULL	UK
Vanity	/wiki/Vanity_(1935_film)	1935	Adrian Brunel	Jane Cain, Percy Marmont	Comedy	NULL	UK
Variety	/wiki/Variety_(1935_film)	1935	Adrian Brunel	George Carney, Barry Livesey	Musical	NULL	UK
The Village Squire	/wiki/The_Village_Squire	1935	Reginald Denham	Leslie Perrins, Vivien Leigh	Comedy	Leigh's film debut.	UK
Vintage Wine	/wiki/Vintage_Wine	1935	Henry Edwards	Seymour Hicks, Claire Luce	Comedy	NULL	UK
While Parents Sleep	/wiki/While_Parents_Sleep	1935	Adrian Brunel	Jean Gillie, Enid Stamp Taylor	Comedy	NULL	UK
The White Lilac	/wiki/The_White_Lilac	1935	Albert Parker	Basil Sydney, Judy Gunn	Mystery	NULL	UK
Windfall	/wiki/Windfall_(1935_film)	1935	Frederick Hayward, George King	Edward Rigby, Marie Ault	Drama	NULL	UK
Accused	/wiki/Accused_(1936_film)	1936	Thornton Freeland	Douglas Fairbanks, Jr., Dolores del Río	Drama	NULL	UK
All In	/wiki/All_In_(film)	1936	Marcel Varnel	Ralph Lynn, Gina Malo	Comedy	NULL	UK
All That Glitters	/wiki/All_That_Glitters_(film)	1936	Maclean Rogers	Jack Hobbs, Kay Walsh	Comedy	NULL	UK
The Amateur Gentleman	/wiki/The_Amateur_Gentleman_(1936_film)	1936	Thornton Freeland	Douglas Fairbanks, Jr., Elissa Landi	Adventure	NULL	UK
The Amazing Quest of Ernest Bliss	/wiki/The_Amazing_Quest_of_Ernest_Bliss	1936	Alfred Zeisler	Cary Grant, Mary Brian, Peter Gawthorne	Romantic comedy	NULL	UK
Annie Laurie	/wiki/Annie_Laurie_(1936_film)	1936	Walter Tennyson	Will Fyffe, Polly Ward	Comedy	NULL	UK
As You Like It	/wiki/As_You_Like_It_(1936_film)	1936	Paul Czinner	Laurence Olivier, Elisabeth Bergner	Shakespeare's comedy	NULL	UK
Ball at Savoy	/wiki/Ball_at_Savoy_(1936_film)	1936	Victor Hanbury	Conrad Nagel, Marta Labarr	Musical	NULL	UK
The Bank Messenger Mystery	/wiki/The_Bank_Messenger_Mystery	1936	Lawrence Huntington	George Mozart, Francesca Bahrle	Crime	NULL	UK
Beloved Imposter	/wiki/Beloved_Imposter	1936	Victor Hanbury	René Ray, Fred Conyngham	Musical	NULL	UK
The Beloved Vagabond	/wiki/The_Beloved_Vagabond_(1936_film)	1936	Curtis Bernhardt	Maurice Chevalier, Margaret Lockwood	Musical/Drama	NULL	UK
The Big Noise	/wiki/The_Big_Noise_(1936_film)	1936	Alex Bryce	Alastair Sim, Norah Howard	Musical/Comedy	NULL	UK
Birds of a Feather	/wiki/Birds_of_a_Feather_(1936_film)	1936	John Baxter	George Robey, Horace Hodges	Comedy	NULL	UK
Blind Man's Bluff	/wiki/Blind_Man%27s_Bluff_(1936_film)	1936	Albert Parker	Basil Sydney, Enid Stamp-Taylor	Drama	NULL	UK
Born That Way	/wiki/Born_That_Way_(film)	1936	Randall Faye	Elliott Mason, Kathleen Gibson	Comedy	NULL	UK
The Brown Wallet	/wiki/The_Brown_Wallet	1936	Michael Powell	Patric Knowles	Crime	NULL	UK
Busman's Holiday	/wiki/Busman%27s_Holiday_(film)	1936	Maclean Rogers	Wally Patch, Gus McNaughton	Comedy	NULL	UK
Cafe Mascot	/wiki/Cafe_Mascot	1936	Lawrence Huntington	Geraldine Fitzgerald, Derrick De Marney	Comedy	NULL	UK
Captain Bill	/wiki/Captain_Bill	1936	Ralph Cedar	Leslie Fuller, Judy Kelly	Comedy	NULL	UK
The Captain's Table	/wiki/The_Captain%27s_Table_(1936_film)	1936	Percy Marmont	Percy Marmont, Marian Spencer	Crime	NULL	UK
The Cardinal	/wiki/The_Cardinal_(1936_film)	1936	Sinclair Hill	Matheson Lang, Eric Portman	Historical	NULL	UK
Cheer Up	/wiki/Cheer_Up_(film)	1936	Leo Mittler	Stanley Lupino, Sally Gray	Musical	NULL	UK
Chick	/wiki/Chick_(1936_film)	1936	Michael Hankinson	Sydney Howard, Betty Ann Davies	Comedy/Crime	NULL	UK
Crime Over London	/wiki/Crime_Over_London	1936	Alfred Zeisler	Margot Grahame, Paul Cavanagh	Crime	NULL	UK
The Crimes of Stephen Hawke	/wiki/The_Crimes_of_Stephen_Hawke	1936	George King	Tod Slaughter, Eric Portman	Horror/Drama	NULL	UK
The Crimson Circle	/wiki/The_Crimson_Circle_(1936_film)	1936	Reginald Denham	Hugh Wakefield, Niall MacGinnis	Crime	NULL	UK
David Livingstone	/wiki/David_Livingstone_(film)	1936	James A. FitzPatrick	Percy Marmont, Marian Spencer	Historical/Adventure	NULL	UK
Dishonour Bright	/wiki/Dishonour_Bright	1936	Tom Walls	Tom Walls, Eugene Pallette, Diana Churchill	Comedy	NULL	UK
Dodging the Dole	/wiki/Dodging_the_Dole	1936	John E. Blakeley	Barry K. Barnes, Dan Young	Musical	NULL	UK
Dream Doctor	/wiki/Dream_Doctor	1936	Widgey R. Newman	Leo Genn, Julie Suedo	Drama	NULL	UK
Dreams Come True	/wiki/Dreams_Come_True_(1936_film)	1936	Reginald Denham	Frances Day, Nelson Keys	Musical	NULL	UK
Dusty Ermine	/wiki/Dusty_Ermine	1936	Bernard Vorhaus	Anthony Bushell, Jane Baxter	Crime	NULL	UK
The Early Bird	/wiki/The_Early_Bird_(1936_film)	1936	Donovan Pedelty	Richard Hayward, Jimmy Mageean	Comedy	NULL	UK
East Meets West	/wiki/East_Meets_West_(1936_film)	1936	Herbert Mason	George Arliss, Godfrey Tearle	Drama	NULL	UK
Educated Evans	/wiki/Educated_Evans	1936	William Beaudine	Max Miller, Hal Walters	Comedy	NULL	UK
The End of the Road	/wiki/The_End_of_the_Road_(1936_film)	1936	Alex Bryce	Harry Lauder, Ruth Haven	Musical	NULL	UK
Everybody Dance	/wiki/Everybody_Dance_(film)	1936	Charles Reisner	Cicely Courtneidge, Ernest Truex	Musical	NULL	UK
Everything in Life	/wiki/Everything_in_Life	1936	J. Elder Wills	Gitta Alpar, Neil Hamilton	Musical	NULL	UK
Everything Is Rhythm	/wiki/Everything_Is_Rhythm	1936	Alfred J. Goulding	Harry Roy, Princess Pearl	Musical	NULL	UK
Everything Is Thunder	/wiki/Everything_Is_Thunder	1936	Milton Rosmer	Constance Bennett, Douglass Montgomery	Thriller	NULL	UK
Fair Exchange	/wiki/Fair_Exchange_(film)	1936	Ralph Ince	Patric Knowles, Roscoe Ates	Comedy	NULL	UK
Faithful	/wiki/Faithful_(1936_film)	1936	Paul L. Stein	Jean Muir, Hans Söhnker	Musical	NULL	UK
Find the Lady	/wiki/Find_the_Lady_(1936_film)	1936	Roland Grillette	Jack Melford, Althea Henley	Comedy	NULL	UK
The First Offence	/wiki/The_First_Offence	1936	Herbert Mason	John Mills, Lilli Palmer	Drama	NULL	UK
Forget Me Not	/wiki/Forget_Me_Not_(1936_film)	1936	Zoltan Korda	Beniamino Gigli, Joan Gardner	Drama	NULL	UK
The Flying Doctor	/wiki/The_Flying_Doctor	1936	Miles Mander	Charles Farrell, Mary Maguire	Drama	Co-production with Australia	UK
Full Speed Ahead	/wiki/Full_Speed_Ahead_(film)	1936	Lawrence Huntington	Paul Neville, Moira Lynd	Drama	NULL	UK
The Gay Adventure	/wiki/The_Gay_Adventure	1936	Sinclair Hill	Yvonne Arnaud, Barry Jones	Comedy	NULL	UK
Grand Finale	/wiki/Grand_Finale_(film)	1936	Ivar Campbell	Mary Glynne, Guy Newall	Comedy	NULL	UK
Guilty Melody	/wiki/Guilty_Melody	1936	Richard Pottier	Gitta Alpar, John Loder	Drama	NULL	UK
Gypsy Melody	/wiki/Gypsy_Melody	1936	Edmond T. Gréville	Lupe Velez, Alfred Rode	Musical/Comedy	NULL	UK
Hail and Farewell	/wiki/Hail_and_Farewell_(film)	1936	Ralph Ince	Claude Hulbert, Bruce Lester	Comedy	NULL	UK
The Happy Family	/wiki/The_Happy_Family_(1936_film)	1936	Maclean Rogers	Hugh Williams, Leonora Corbett	Comedy	NULL	UK
Head Office	/wiki/Head_Office_(1936_film)	1936	Melville W. Brown	Owen Nares, Nancy O'Neil	Drama	NULL	UK
Hearts of Humanity	/wiki/Hearts_of_Humanity	1936	John Baxter	Bransby Williams, Wilfred Walter	Drama	NULL	UK
The Heirloom Mystery	/wiki/The_Heirloom_Mystery	1936	Maclean Rogers	Edward Rigby, Mary Glynne	Crime	NULL	UK
Highland Fling	/wiki/Highland_Fling_(film)	1936	Manning Haynes	Charlie Naughton, Jimmy Gold	Comedy	NULL	UK
His Lordship	/wiki/His_Lordship_(1936_film)	1936	Herbert Mason	George Arliss, Romilly Lunge	Drama	NULL	UK
House Broken	/wiki/House_Broken_(1936_film)	1936	Michael Hankinson	Mary Lawson, Jack Lambert, Enid Stamp Taylor	Comedy	NULL	UK
The House of the Spaniard	/wiki/The_House_of_the_Spaniard	1936	Reginald Denham	Peter Haddon Brigitte Horney	Thriller	NULL	UK
I Live Again	/wiki/I_Live_Again	1936	Arthur Maude	Noah Beery, Bessie Love	Musical	NULL	UK
The Improper Duchess	/wiki/The_Improper_Duchess	1936	Harry Hughes	Yvonne Arnaud, Hugh Wakefield	Comedy	NULL	UK
The Interrupted Honeymoon	/wiki/The_Interrupted_Honeymoon	1936	Leslie S. Hiscott	Claude Hulbert, Francis L. Sullivan, Glennis Lorimer	Comedy	NULL	UK
In the Soup	/wiki/In_the_Soup_(1936_film)	1936	Henry Edwards	Ralph Lynn, Judy Gunn	Comedy	NULL	UK
Irish and Proud of It	/wiki/Irish_and_Proud_of_It_(film)	1936	Donovan Pedelty	Richard Hayward, Dinah Sheridan	Comedy	Co-production with the Irish Free State	UK
Irish for Luck	/wiki/Irish_for_Luck	1936	Arthur B. Woods	Athene Seyler, Margaret Lockwood	Comedy	NULL	UK
It's in the Bag	/wiki/It%27s_in_the_Bag_(1936_film)	1936	William Beaudine	Jimmy Nervo, Teddy Knox	Comedy	NULL	UK
It's Love Again	/wiki/It%27s_Love_Again	1936	Victor Saville	Jessie Matthews, Robert Young, Sonnie Hale	Musical	NULL	UK
It's You I Want	/wiki/It%27s_You_I_Want	1936	Ralph Ince	Seymour Hicks, Marie Lohr	Comedy	NULL	UK
Juggernaut	/wiki/Juggernaut_(1936_film)	1936	Henry Edwards	Boris Karloff, Joan Wyndham	Mystery	NULL	UK
Keep Your Seats, Please	/wiki/Keep_Your_Seats,_Please	1936	Monty Banks	George Formby, Florence Desmond	Comedy	NULL	UK
King of Hearts	/wiki/King_of_Hearts_(1936_film)	1936	Oswald Mitchell, Walter Tennyson	Will Fyffe, Gwenllian Gill	Romance	NULL	UK
Laburnum Grove	/wiki/Laburnum_Grove	1936	Carol Reed	Edmund Gwenn, Cedric Hardwicke, Victoria Hopper	Comedy	NULL	UK
Land Without Music	/wiki/Land_Without_Music	1936	Walter Forde	Richard Tauber, Diana Napier	Comedy	NULL	UK
The Last Journey	/wiki/The_Last_Journey	1936	Bernard Vorhaus	Julien Mitchell,	Thriller	NULL	UK
Limelight	/wiki/Limelight_(1936_film)	1936	Herbert Wilcox	Anna Neagle, Arthur Tracy	Musical	NULL	UK
The Limping Man	/wiki/The_Limping_Man_(1936_film)	1936	Walter Summers	Francis L. Sullivan, Hugh Wakefield	Mystery	NULL	UK
The Lonely Road	/wiki/The_Lonely_Road	1936	James Flood	Clive Brook, Victoria Hopper	Drama	NULL	UK
Love at Sea	/wiki/Love_at_Sea_(1936_film)	1936	Adrian Brunel	Rosalyn Boulter, Carl Harbord	Comedy	NULL	UK
Love in Exile	/wiki/Love_in_Exile	1936	Alfred L. Werker	Helen Vinson, Clive Brook	Romance	NULL	UK
Love Up the Pole	/wiki/Love_Up_the_Pole	1936	Clifford Gulliver	Ernie Lotinga, Vivienne Chatterton, Wallace Lupino	Comedy	NULL	UK
Luck of the Turf	/wiki/Luck_of_the_Turf	1936	Randall Faye	Jack Melford, Wally Patch, Moore Marriott	Comedy	NULL	UK
The Man Behind the Mask	/wiki/The_Man_Behind_the_Mask	1936	Michael Powell	Hugh Williams, Jane Baxter	Mystery	NULL	UK
The Man in the Mirror	/wiki/The_Man_in_the_Mirror_(1936_film)	1936	Maurice Elvey	Edward Everett Horton, Genevieve Tobin	Comedy	NULL	UK
The Man Who Changed His Mind	/wiki/The_Man_Who_Changed_His_Mind	1936	Robert Stevenson	Boris Karloff, Anna Lee	Horror	NULL	UK
The Man Who Could Work Miracles	/wiki/The_Man_Who_Could_Work_Miracles	1936	Lothar Mendes	Roland Young, Joan Gardner	Fantasy/Comedy	NULL	UK
Melody of My Heart	/wiki/Melody_of_My_Heart	1936	Wilfred Noy	Derek Oldham, Lorraine La Fosse	Musical	NULL	UK
Men Are Not Gods	/wiki/Men_Are_Not_Gods	1936	Walter Reisch	Miriam Hopkins, Gertrude Lawrence	Drama	NULL	UK
Midnight at Madame Tussaud's	/wiki/Midnight_at_Madame_Tussaud%27s	1936	George Pearson	James Carew, Charles Oliver	Mystery/Horror	NULL	UK
Murder at the Cabaret	/wiki/Murder_at_the_Cabaret	1936	Reginald Fogwell	Phyllis Robins, James Carew	Crime	NULL	UK
Night Mail	/wiki/Night_Mail	1936	Harry Watt, Basil Wright	Arthur Clarke, John Grierson	Documentary Short	NULL	UK
No Escape	/wiki/No_Escape_(1936_film)	1936	Norman Lee	Valerie Hobson, Billy Milton	Mystery	NULL	UK
Not So Dusty	/wiki/Not_So_Dusty_(1936_film)	1936	Maclean Rogers	Wally Patch, Gus McNaughton	Comedy	NULL	UK
One Good Turn	/wiki/One_Good_Turn_(1936_film)	1936	Alfred J. Goulding	Leslie Fuller, Georgie Harris	Comedy	NULL	UK
Pot Luck	/wiki/Pot_Luck_(1936_film)	1936	Tom Walls	Ralph Lynn, Robertson Hare	Comedy	NULL	UK
Prison Breaker	/wiki/Prison_Breaker	1936	Adrian Brunel	James Mason, Wally Patch	Crime/Drama	NULL	UK
The Prisoner of Corbal	/wiki/The_Prisoner_of_Corbal	1936	Karl Grune	Nils Asther, Hugh Sinclair	Historical	NULL	UK
Public Nuisance No. 1	/wiki/Public_Nuisance_No._1	1936	Marcel Varnel	Frances Day, Arthur Riscoe	Comedy	NULL	UK
Queen of Hearts	/wiki/Queen_of_Hearts_(1936_film)	1936	Monty Banks	Gracie Fields, John Loder	Comedy	NULL	UK
Rembrandt	/wiki/Rembrandt_(1936_film)	1936	Alexander Korda	Charles Laughton, Gertrude Lawrence, Elsa Lanchester	Biography	NULL	UK
Rhodes of Africa	/wiki/Rhodes_of_Africa	1936	Berthold Viertel	Walter Huston, Oskar Homolka	Historical	NULL	UK
Rhythm in the Air	/wiki/Rhythm_in_the_Air	1936	Arthur B. Woods	Jack Donohue, Tutta Rolf	Comedy	NULL	UK
Sabotage	/wiki/Sabotage_(1936_film)	1936	Alfred Hitchcock	Sylvia Sidney, Oskar Homolka, John Loder	Drama	NULL	UK
Second Bureau	/wiki/Second_Bureau_(1936_film)	1936	Victor Hanbury	Marta Labarr, Charles Oliver	Spy	NULL	UK
Secret Agent	/wiki/Secret_Agent_(1936_film)	1936	Alfred Hitchcock	John Gielgud, Peter Lorre, Madeleine Carroll, Robert Young	Spy/Drama	NULL	UK
Secret of Stamboul	/wiki/Secret_of_Stamboul	1936	Andrew Marton	Valerie Hobson, James Mason	Thriller	NULL	UK
Sensation	/wiki/Sensation_(film)	1936	Brian Desmond Hurst	John Lodge, Diana Churchill	Crime	NULL	UK
She Knew What She Wanted	/wiki/She_Knew_What_She_Wanted	1936	Thomas Bentley	Albert Burdon, Claude Dampier, Googie Withers	Musical	NULL	UK
Someone at the Door	/wiki/Someone_at_the_Door_(1936_film)	1936	Herbert Brenon	Aileen Marston, Noah Beery	Drama	NULL	UK
Song of Freedom	/wiki/Song_of_Freedom	1936	J. Elder Wills	Paul Robeson, Elisabeth Welch	Drama	NULL	UK
Southern Roses	/wiki/Southern_Roses	1936	Frederic Zelnik	George Robey, Gina Malo	Musical/Comedy	NULL	UK
Spy of Napoleon	/wiki/Spy_of_Napoleon	1936	Maurice Elvey	Richard Barthelmess, Dolly Haas	Historical	NULL	UK
Stars on Parade	/wiki/Stars_on_Parade_(film)	1936	Oswald Mitchell, Challis Sanderson	Sam Barton, Mabel Constanduros	Musical	NULL	UK
The Story of Papworth	/wiki/The_Story_of_Papworth	1936	Anthony Asquith	Madeleine Carroll, Gordon Harker	Short Drama	NULL	UK
Strange Cargo	/wiki/Strange_Cargo_(1936_film)	1936	Lawrence Huntington	Kathleen Kelly, George Mozart	Crime	NULL	UK
Such Is Life	/wiki/Such_Is_Life_(1936_film)	1936	Randall Faye	Gene Gerrard, Claude Dampier	Comedy	NULL	UK
Sweeney Todd: The Demon Barber of Fleet Street	/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(1936_film)	1936	George King	Tod Slaughter, Stella Rho	Horror	NULL	UK
The Tenth Man	/wiki/The_Tenth_Man_(1936_film)	1936	Brian Desmond Hurst	John Davis Lodge, Antoinette Cellier	Drama	NULL	UK
They Didn't Know	/wiki/They_Didn%27t_Know	1936	Herbert Smith	Eve Gray, Leslie Perrins	Comedy	NULL	UK
Things to Come	/wiki/Things_to_Come	1936	William Cameron Menzies	Raymond Massey, Edward Chapman	Sci-fi	NULL	UK
This Green Hell	/wiki/This_Green_Hell	1936	Randall Faye	Edward Rigby, Sybil Grove	Comedy	NULL	UK
This'll Make You Whistle	/wiki/This%27ll_Make_You_Whistle	1936	Herbert Wilcox	Jack Buchanan, Elsie Randolph, William Kendall	Musical Comedy	NULL	UK
To Catch a Thief	/wiki/To_Catch_a_Thief_(1936_film)	1936	Maclean Rogers	John Garrick, Mary Lawson	Comedy	NULL	UK
Tomorrow We Live	/wiki/Tomorrow_We_Live_(1936_film)	1936	H. Manning Haynes	Godfrey Tearle, Haidee Wright	Drama	NULL	UK
Three Maxims	/wiki/Three_Maxims	1936	Herbert Wilcox	Anna Neagle, Tullio Carminati	Drama	NULL	UK
Treachery on the High Seas	/wiki/Treachery_on_the_High_Seas	1936	Emil-Edwin Reinert	Bebe Daniels, Charles Farrell, Tom Helmore	Crime	NULL	UK
Troubled Waters	/wiki/Troubled_Waters_(1936_film)	1936	Albert Parker	James Mason, Virginia Cherrill	Mystery	NULL	UK
Tudor Rose	/wiki/Tudor_Rose_(film)	1936	Robert Stevenson	John Mills, John Laurie	Historical drama	NULL	UK
Twice Branded	/wiki/Twice_Branded	1936	Maclean Rogers	James Mason, Robert Rendel	Crime	NULL	UK
Two's Company	/wiki/Two%27s_Company_(film)	1936	Tim Whelan	Ned Sparks, Gordon Harker	Comedy	NULL	UK
Two on a Doorstep	/wiki/Two_on_a_Doorstep	1936	Lawrence Huntington	Kay Hammond, Harold French	Comedy	NULL	UK
Well Done, Henry	/wiki/Well_Done,_Henry	1936	Wilfred Noy	Will Fyffe, Cathleen Nesbitt	Comedy	NULL	UK
When Knights Were Bold	/wiki/When_Knights_Were_Bold_(1936_film)	1936	Jack Raymond	Jack Buchanan, Fay Wray	Comedy	NULL	UK
Where There's a Will	/wiki/Where_There%27s_a_Will_(1936_film)	1936	William Beaudine	Will Hay, H.F. Maltby, Graham Moffatt	Comedy	NULL	UK
Where's Sally?	/wiki/Where%27s_Sally%3F	1936	Arthur B. Woods	Chili Bouchier, Gene Gerrard	Comedy	NULL	UK
Whom the Gods Love	/wiki/Whom_the_Gods_Love_(1936_film)	1936	Basil Dean	Stephen Haggard, Victoria Hopper, John Loder	Historical	NULL	UK
Windbag the Sailor	/wiki/Windbag_the_Sailor	1936	William Beaudine	Will Hay, Moore Marriott, Graham Moffatt	Comedy	NULL	UK
Wolf's Clothing	/wiki/Wolf%27s_Clothing	1936	Andrew Marton	Claude Hulbert, Gordon Harker	Comedy	NULL	UK
You Must Get Married	/wiki/You_Must_Get_Married	1936	Leslie Pearce	Frances Day, Neil Hamilton	Comedy	NULL	UK
The Academy Decides	/wiki/The_Academy_Decides	1937	John Baxter	April Vivian, Henry Oscar	Drama	NULL	UK
Action for Slander	/wiki/Action_for_Slander	1937	Tim Whelan	Clive Brook, Ann Todd	Drama	NULL	UK
Against the Tide	/wiki/Against_the_Tide_(film)	1937	Alex Bryce	Robert Cochran, Cathleen Nesbitt	Drama	NULL	UK
The Angelus	/wiki/The_Angelus_(film)	1937	Thomas Bentley	Anthony Bushell, Nancy O'Neil	Crime	NULL	UK
Auld Lang Syne	/wiki/Auld_Lang_Syne_(1937_film)	1937	James A. Fitzpatrick	Andrew Cruickshank, Marian Spencer	Historical	NULL	UK
The Avenging Hand	/wiki/The_Avenging_Hand	1937	Victor Hanbury, Frank Richardson	Noah Beery, Louis Borel	Crime	NULL	UK
Beauty and the Barge	/wiki/Beauty_and_the_Barge_(1937_film)	1937	Henry Edwards	Gordon Harker, Judy Gunn	Comedy	NULL	UK
Big Fella	/wiki/Big_Fella	1937	J. Elder Wills	Paul Robeson, Elisabeth Welch	Musical/Drama	NULL	UK
The Black Tulip	/wiki/The_Black_Tulip_(1937_film)	1937	Alex Bryce	Patrick Waddington, Ann Soreen	Historical drama	NULL	UK
Boys Will Be Girls	/wiki/Boys_Will_Be_Girls_(film)	1937	Gilbert Pratt	Leslie Fuller, Greta Gynt	Comedy	NULL	UK
Brief Ecstasy	/wiki/Brief_Ecstasy	1937	Edmond T. Gréville	Paul Lukas, Hugh Williams	Drama	NULL	UK
Bulldog Drummond at Bay	/wiki/Bulldog_Drummond_at_Bay_(1937_film)	1937	Norman Lee	John Lodge, Dorothy Mackaill	Thriller	NULL	UK
Cafe Colette	/wiki/Cafe_Colette	1937	Paul L. Stein	Paul Cavanagh, Greta Nissen	Thriller	NULL	UK
Calling All Ma's	/wiki/Calling_All_Ma%27s	1937	Redd Davis	Billy Caryll, Hilda Mundy	Comedy	NULL	UK
Calling All Stars	/wiki/Calling_All_Stars	1937	Herbert Smith	Carroll Gibbons, Evelyn Dall	Musical	NULL	UK
Captain's Orders	/wiki/Captain%27s_Orders	1937	Ivar Campbell	Henry Edwards, Jane Carr	Drama	NULL	UK
Catch As Catch Can	/wiki/Catch_as_Catch_Can_(1937_film)	1937	Roy Kellino	James Mason, Viki Dobson	Crime	NULL	UK
Clothes and the Woman	/wiki/Clothes_and_the_Woman	1937	Albert de Courville	Rod La Rocque, Tucker McGuire	Romance	NULL	UK
The Compulsory Wife	/wiki/The_Compulsory_Wife	1937	Arthur B. Woods	Henry Kendall, Joyce Kirby	Comedy	NULL	UK
Concerning Mr. Martin	/wiki/Concerning_Mr._Martin	1937	Roy Kellino	Wilson Barrett, William Devlin	Thriller	NULL	UK
Cotton Queen	/wiki/Cotton_Queen	1937	Bernard Vorhaus	Stanley Holloway, Will Fyffe	Comedy	NULL	UK
Cross My Heart	/wiki/Cross_My_Heart_(1937_film)	1937	Bernard Mainwaring	Kathleen Gibson, Kenne Duncan	Drama	NULL	UK
Darby and Joan	/wiki/Darby_and_Joan_(1937_film)	1937	Syd Courtenay	Peggy Simpson, Ian Fleming	Drama	NULL	UK
Dark Journey	/wiki/Dark_Journey_(film)	1937	Victor Saville	Conrad Veidt, Vivien Leigh	War/Romance	NULL	UK
Death Croons the Blues	/wiki/Death_Croons_the_Blues	1937	David MacDonald	Hugh Wakefield, Antoinette Cellier	Crime	NULL	UK
Doctor Syn	/wiki/Doctor_Syn_(film)	1937	Roy William Neill	George Arliss, Margaret Lockwood	Adventure	NULL	UK
The Dominant Sex	/wiki/The_Dominant_Sex	1937	Herbert Brenon	Phillips Holmes, Diana Churchill	Comedy	NULL	UK
Don't Get Me Wrong	/wiki/Don%27t_Get_Me_Wrong_(film)	1937	Arthur B. Woods Reginald Purdell	Max Miller, Olive Blakeney	Comedy	NULL	UK
Double Alibi	/wiki/Double_Alibi	1937	David MacDonald	Ernest Sefton, John Warwick	Crime	NULL	UK
Dreaming Lips	/wiki/Dreaming_Lips_(1937_film)	1937	Paul Czinner	Elisabeth Bergner, Raymond Massey	Drama	NULL	UK
